pX_ptconecoreTrackPtrCorrection,p_d0,p_etcone20,pX_MultiLepton,p_sigmad0,p_TRTPID,p_numberOfInnermostPixelHits,p_ptPU30,p_deltaEta1,p_Rhad,p_Truth_isElectron
3888.21,-1.29,1.02,0,0.22,0.0,0,0.0,0.09,0.46,0
30015.59,0.019,0.9,0,0.02,-0.083,1,0.0,-0.025,0.1,0
37637.13,0.0037,1.04,0,0.0094,0.051,1,1.5e-06,-0.011,0.59,0
15978.69,-0.016,0.78,0,0.018,-0.1,1,5.1e-06,-0.012,0.21,0
0.0,-6.1,0.081,0,0.73,0.075,0,0.0,-0.057,0.04,0
45340.81,0.011,0.041,1,0.011,0.25,1,1.34,-0.00044,0.0054,1
0.0,0.015,0.72,0,0.026,-0.0077,1,5.1e-05,0.017,0.046,0
9356.18,0.007,0.87,0,0.018,-0.039,2,1.8e-05,-0.033,0.052,0
18162.77,-0.03,1.45,0,0.021,-0.12,1,0.00012,-0.0045,0.76,0
28239.31,-0.019,0.28,0,0.018,0.15,1,3.1e-05,-0.045,0.12,0
23641.28,0.0027,-0.0044,1,0.011,0.076,1,0.0,2.2e-05,0.00089,1
44141.99,0.0072,1.11,0,0.018,0.0,0,1e-05,-0.012,0.75,0
49182.83,0.026,1.14,0,0.014,-0.15,1,3.2e-05,-0.0015,0.59,0
28653.09,0.0056,-0.53,0,0.014,-0.19,1,0.0,-0.15,0.016,0
22377.7,0.0039,2.01,0,0.012,-0.18,1,6e-06,0.0037,0.17,0
0.0,1.81,0.021,0,0.08,-0.13,0,0.0,0.037,-0.045,0
7663.3,0.0018,0.2,0,0.021,0.12,1,0.0,-0.032,-0.00075,0
66813.23,-0.002,0.75,0,0.0097,0.022,1,0.0,-0.037,0.37,0
13493.3,0.015,1.09,0,0.044,0.15,1,0.00012,0.094,0.27,0
26231.72,-0.0016,0.62,0,0.017,-0.17,1,0.0,0.04,0.16,0
30393.35,-0.0081,0.18,0,0.015,0.28,1,3.4,0.00062,0.046,1
11307.22,-0.0087,0.14,0,0.015,-0.11,1,0.0,0.046,0.11,0
52628.66,0.0037,1.66,0,0.013,0.17,1,2.3e-06,-0.053,0.42,0
49969.67,0.0052,0.0081,1,0.012,0.052,1,0.78,-0.00083,-0.014,1
32787.02,-0.051,0.43,0,0.049,0.0,1,0.00018,-0.036,0.17,0
59610.14,0.027,0.41,0,0.011,-0.012,1,4.3e-06,0.019,0.047,0
30488.12,0.065,1.28,0,0.053,0.17,1,0.0008,-0.031,0.65,0
47293.73,-0.0015,1.25,0,0.016,0.077,1,3.6e-06,-0.013,0.31,0
23643.54,0.053,1.32,0,0.013,-0.084,1,0.048,-0.016,0.48,0
64529.68,0.045,0.79,0,0.018,-0.044,1,0.0,-0.025,0.49,0
45701.06,0.012,-0.013,1,0.0096,0.24,1,0.0,-0.00027,-0.0012,1
18787.86,-0.019,0.68,0,0.021,-0.11,1,7.7e-05,-0.054,9.6e-05,0
37989.64,-0.015,-0.023,1,0.014,0.61,1,0.16,-0.00066,-0.0016,1
22281.23,-0.0034,1.87,0,0.02,-0.087,1,2.4e-05,0.021,0.69,0
8615.18,-0.018,1.06,0,0.029,0.0,1,0.0,-0.088,0.62,0
29615.22,0.029,0.051,1,0.014,0.0,1,0.0,0.00029,-0.0054,1
18063.46,2.29,0.71,0,0.16,0.096,0,0.0,-0.072,0.27,1
17297.93,0.0065,0.012,0,0.016,-0.23,1,0.0,-0.05,-0.0062,0
11612.48,-0.044,1.37,0,0.05,-0.19,1,0.0,0.061,0.53,0
25762.41,-0.015,0.13,0,0.01,-0.023,1,0.33,0.0013,0.11,1
17369.68,0.00063,0.95,0,0.059,0.17,0,5.4e-05,-0.0055,0.14,1
62862.46,-0.03,0.77,0,0.017,0.0,1,7.8e-06,-0.088,0.58,0
95858.85,0.013,1.13,0,0.012,-0.014,1,0.0,-0.0093,0.62,0
28468.22,-0.013,0.86,0,0.011,-0.13,1,0.0,0.0041,0.56,0
10269.02,-0.041,0.087,1,0.03,0.0,1,0.23,-7.9e-05,0.0015,1
13021.56,-0.025,0.13,1,0.026,0.93,1,0.45,0.00018,0.021,1
53815.98,-0.037,0.24,0,0.014,-0.21,1,0.00023,-0.002,0.046,0
19112.84,0.045,0.34,0,0.017,0.027,1,0.0,-0.013,0.19,0
46754.46,0.0067,1.52,0,0.018,-0.27,1,7e-06,-0.0052,1.19,0
45686.19,0.028,0.71,0,0.011,-0.034,1,1.3e-05,-0.034,0.13,0
11959.56,-0.015,0.17,1,0.019,0.11,1,0.0,-0.00099,0.023,1
5103.47,0.029,0.84,0,0.024,-0.011,1,8.5e-05,0.025,0.066,0
21848.46,-0.00067,0.88,0,0.015,0.15,2,5.1e-05,-0.036,0.47,0
30254.54,-0.022,1.79,0,0.039,-0.18,1,0.00015,0.052,0.74,0
65695.41,-0.018,1.49,0,0.021,0.0042,1,1.7e-05,-0.032,0.61,0
52016.38,0.033,1.56,0,0.021,0.32,1,2.8e-05,0.086,0.15,0
0.0,0.86,0.062,0,0.11,0.0,1,6.2e-09,0.0092,0.015,1
28768.25,-0.011,1.97,0,0.013,0.12,1,0.0,-0.1,0.31,0
7855.59,0.55,0.87,0,0.12,-0.19,2,2e-12,-0.031,0.15,0
21660.46,0.063,0.7,0,0.17,-0.058,1,0.0028,0.031,0.33,0
10944.44,0.0049,1.47,0,0.02,0.027,1,1.5e-05,-0.00014,0.58,0
48028.22,0.0012,2.37,0,0.0098,-0.24,1,0.0,0.063,2.0,0
37817.25,-0.0065,1.98,0,0.01,-0.049,1,3.5e-06,0.065,1.13,0
3685.98,0.027,0.47,0,0.045,-0.034,1,1.5e-05,-0.028,0.16,0
36490.61,-0.097,0.52,0,0.037,0.062,1,0.0028,0.025,0.052,1
16676.38,-0.35,1.21,0,0.02,-0.17,2,0.0,0.0021,0.14,0
40869.69,-0.03,0.78,0,0.018,-0.094,1,0.0,-0.014,0.48,0
2283.28,1.27,0.56,0,0.19,0.0099,0,0.0,0.017,0.052,1
22302.91,0.14,1.2,0,0.12,0.043,0,0.0,-0.02,0.3,1
20415.73,0.02,0.54,0,0.012,0.1,1,1.9e-06,-0.037,0.22,0
23058.94,-0.034,1.66,0,0.019,-0.017,1,0.0,-0.052,0.46,0
18919.21,0.014,1.05,0,0.023,-0.14,1,0.0,-0.054,0.56,0
17925.89,-0.022,0.079,1,0.015,0.32,1,0.0,-0.0014,-0.0034,1
28796.91,0.083,1.24,0,0.11,0.0,0,1.5e-05,-0.0046,0.74,1
52429.42,0.0054,0.76,0,0.013,0.091,1,2.2e-05,0.0012,0.42,0
56889.81,-0.013,0.73,0,0.0082,-0.29,1,5.3e-06,0.0075,0.26,0
38855.8,-0.019,1.01,0,0.015,0.12,1,0.0,0.022,0.61,0
94608.07,-0.00011,1.01,0,0.0096,0.27,1,6.8e-06,-0.025,0.91,0
12159.34,0.014,1.27,0,0.026,-0.043,1,0.0,0.053,0.12,0
9297.01,0.039,1.14,0,0.041,-0.018,1,0.00023,0.053,0.27,0
101298.88,-0.0028,0.05,0,0.013,-0.2,1,1.1e-06,0.0013,0.11,0
17238.22,0.0084,1.63,0,0.015,0.15,1,2.2e-05,-0.00019,0.67,0
36307.91,0.0099,0.85,0,0.044,0.0,1,8.9e-05,0.023,0.24,0
37152.88,0.018,0.56,0,0.013,-0.18,1,2.5e-05,0.059,0.16,0
11395.16,-0.026,1.37,0,0.052,-0.11,2,0.0008,-0.0034,0.53,0
24926.8,-0.0055,0.39,0,0.023,0.11,1,4.1e-05,-0.0046,0.057,0
127420.73,-0.0093,2.98,0,0.02,-0.02,1,0.0,-0.0091,2.72,0
51403.63,0.0033,1.41,0,0.013,-0.21,1,6.5e-06,-0.0088,0.98,0
46043.19,0.0068,0.99,0,0.011,0.58,1,0.0,0.00099,0.65,0
19164.58,-0.055,0.7,0,0.034,0.13,1,0.0,0.03,0.27,0
26086.16,-0.015,0.8,0,0.019,-0.098,1,4.3e-06,0.042,0.39,0
22249.77,-0.03,0.74,0,0.018,0.37,1,0.00014,0.0016,0.12,0
20907.45,-0.021,1.83,0,0.075,0.0,1,0.00019,0.046,0.14,0
30581.88,0.031,0.051,1,0.011,0.085,1,0.83,-0.00086,0.015,1
65038.08,0.015,1.55,0,0.016,0.0,1,4.6e-06,0.036,0.89,0
55838.68,-0.0058,1.86,0,0.017,0.063,1,0.0,-2.5e-05,0.79,0
90540.23,1.38,2.06,0,0.12,-0.081,0,7.7e-14,-0.0077,0.69,0
31717.31,-0.0061,0.011,1,0.012,0.26,1,0.0,-0.00052,0.0069,1
21237.95,0.025,1.19,0,0.96,0.057,0,1.3e-13,0.03,0.46,1
50688.44,0.016,0.82,0,0.028,-0.14,1,2.5e-05,-0.033,0.33,0
0.0,2.15,1.32,0,0.011,-0.15,1,0.0,-0.0027,0.28,0
12252.52,0.047,0.17,0,0.053,-0.0006,1,1.1e-05,0.084,0.052,0
33898.34,-0.012,1.08,0,0.012,0.21,1,4.4e-06,0.0019,0.17,0
33432.59,-0.0051,2.51,0,0.018,-0.0033,1,0.0,0.026,2.01,0
54548.62,-0.014,0.091,0,0.011,2.3,1,0.71,1.5e-05,0.021,1
15342.57,0.016,0.5,0,0.011,-0.18,2,0.0,-0.017,0.26,0
25681.96,0.7,1.53,0,0.054,-0.13,0,0.0,0.12,-0.019,0
32821.63,-0.01,2.39,0,0.019,0.0038,1,8.5e-05,-0.0056,1.43,0
37035.21,0.031,0.76,0,0.015,-0.11,1,6.5e-06,0.01,0.18,0
51169.19,0.012,0.38,0,0.021,0.048,1,9.1e-06,-0.028,0.071,0
14629.92,0.031,1.36,0,0.025,0.1,1,3.6e-05,0.037,0.5,0
55254.44,0.0076,0.046,0,0.011,0.14,1,5.3e-06,0.0031,0.015,1
28348.31,0.026,1.3,0,0.028,-0.29,1,0.00026,-0.002,0.42,0
32001.2,-0.017,1.19,0,0.013,-0.094,1,6.7e-06,0.026,0.29,0
16608.38,-0.0042,0.072,0,0.046,0.0,1,0.098,-0.0031,4.9e-05,1
17590.53,-0.37,1.85,0,0.11,0.23,0,4e-12,0.033,0.12,1
42347.04,-0.009,1.82,0,0.01,-0.06,1,0.0,0.0082,1.17,0
43843.12,7.3e-05,2.71,0,0.021,-0.1,1,8.8e-05,0.011,1.11,0
94281.38,-0.0076,1.51,0,0.01,-0.0089,1,0.0,-0.011,1.05,0
16469.88,-0.029,0.01,1,0.016,0.41,1,0.75,-0.0011,-0.017,1
2707.34,-0.23,0.083,1,0.11,0.055,1,0.0,-0.0011,0.00021,1
33273.43,0.029,0.84,0,0.031,-0.25,1,0.0,-0.035,0.45,0
13890.33,0.011,1.12,0,0.022,-0.038,1,3.6e-05,0.11,0.088,0
52748.96,-0.02,0.84,0,0.012,0.041,1,0.0,-0.016,0.42,0
31276.02,0.0042,0.92,0,0.017,0.0,1,0.0,-0.0046,0.66,0
15281.26,0.0098,0.68,0,0.017,-0.013,1,5.7e-05,-0.056,0.37,0
5123.55,0.65,0.48,0,0.34,0.085,1,0.0,-0.036,0.14,1
0.0,0.053,1.66,0,0.093,0.023,1,0.0018,0.092,1.64,0
18386.19,0.014,1.79,0,0.014,-0.02,1,1.5e-05,-0.077,0.26,0
20961.15,-0.059,0.43,0,0.025,-0.22,1,2.9e-05,0.084,0.15,0
104234.14,-0.058,1.08,1,0.017,-0.2,1,3.9e-05,-0.018,0.035,0
33603.01,0.024,0.84,0,0.014,-0.29,1,1.4e-05,0.076,0.39,0
4332.71,-0.02,2.74,0,0.031,-0.098,1,0.0012,0.029,0.27,0
51059.41,0.042,3.64,0,0.017,0.0,1,3.4e-06,0.037,2.46,0
140089.61,-0.034,3.18,0,0.0072,0.11,1,0.0,-0.013,3.2,0
12245.25,0.72,0.44,0,0.041,0.071,0,1.5e-14,-0.067,-0.00036,0
15043.67,0.035,2.23,0,0.024,0.22,1,2e-05,0.077,0.33,0
92006.42,-0.031,0.62,0,0.02,-0.13,1,7.8e-05,0.02,0.22,0
58559.26,-0.0044,0.046,0,0.01,-0.11,1,0.0,-0.0019,5.1e-05,1
33102.14,-0.014,3.49,0,0.015,-0.15,1,4.1e-05,0.0059,0.68,0
38412.13,-0.036,1.31,0,0.019,0.013,1,0.0,-0.097,0.76,0
8563.4,3.97,1.12,0,0.098,-0.11,0,3.5e-14,0.028,0.15,0
40982.34,0.0074,0.54,0,0.013,-0.11,1,0.0,-0.028,0.27,0
0.0,-0.38,0.86,0,0.19,-0.09,0,0.0,0.044,0.44,0
19869.36,0.00027,0.86,0,0.019,0.066,1,0.0,-0.016,0.53,0
34626.17,-0.00095,1.77,0,0.018,0.087,1,2.2e-05,0.0038,0.45,0
1456.62,0.32,0.07,0,0.12,0.092,0,16.78,0.0099,0.0047,1
38326.88,0.012,0.67,0,0.019,-0.0058,1,0.0,0.029,0.39,0
34266.73,-0.044,1.72,0,0.018,0.0,1,1.5e-05,-0.0045,0.57,0
6520.52,0.016,1.14,0,0.025,-0.075,2,0.00017,-0.014,0.058,0
0.0,-1.65,0.41,0,0.054,-0.069,1,0.0,0.05,0.096,0
43190.21,-0.018,0.026,1,0.013,0.029,1,0.51,0.00023,8.9e-05,1
30562.23,0.016,0.98,0,0.025,0.0,2,5.3e-06,0.0078,0.2,0
52729.31,0.014,3.79,0,0.015,-0.15,1,0.0,0.028,2.59,0
28665.72,2.84,0.58,0,0.2,-0.14,0,0.0,-0.025,0.16,0
16271.05,-0.002,0.14,1,0.017,0.24,1,0.46,0.0021,0.0028,1
16785.49,-0.0011,0.52,0,0.021,-0.17,1,4.2e-05,0.0083,0.25,0
16571.49,-0.0046,0.31,0,0.035,-0.089,1,0.0,-0.038,0.2,0
43076.17,0.028,1.38,0,0.046,0.18,1,9.5e-05,-0.0088,0.37,0
28849.47,0.032,1.51,0,0.014,0.17,1,0.0,-0.024,0.76,0
52260.74,-0.034,0.88,0,0.018,0.17,1,0.00012,-0.029,0.68,0
27253.52,-0.0025,0.13,1,0.016,0.19,1,0.0,-4.7e-05,0.016,1
27723.26,0.031,0.021,1,0.026,0.0,1,0.0,-0.0011,-0.0099,1
6623.84,-0.024,0.36,0,0.032,0.0017,1,0.0,-0.069,0.025,0
17387.37,-0.066,2.54,0,0.016,0.029,1,0.00011,-0.0041,0.091,1
25741.2,-0.014,0.069,1,0.017,0.79,1,1.01,0.00073,0.0086,1
11197.64,0.0091,0.61,0,0.024,-0.26,1,0.0002,-0.016,0.054,0
20801.16,0.017,0.01,0,0.011,-0.13,1,1.1e-06,0.027,0.079,0
0.0,-0.00089,0.54,0,0.028,-0.14,1,6.1e-05,0.056,0.13,0
15344.76,0.17,0.83,0,0.63,0.066,0,1.6e-12,-0.12,0.016,1
11771.13,0.0045,2.76,0,0.014,0.037,2,2.5e-05,-0.031,1.13,0
10143.23,-0.069,0.24,1,0.017,0.15,2,0.0,-0.0007,-0.0025,1
22329.76,0.004,1.72,0,0.013,-0.21,1,0.0,-0.045,1.11,0
37630.31,0.02,1.82,0,0.017,-0.098,1,0.0,0.033,1.22,0
23904.17,0.021,0.052,1,0.014,0.23,1,1.09,0.00099,0.0054,1
14748.89,0.0082,0.82,0,0.018,0.024,1,1.5e-05,-0.0037,0.16,0
129827.02,-0.002,1.52,0,0.016,-0.13,1,0.0,0.013,1.23,0
26948.56,0.02,0.35,0,0.014,-0.16,1,3.3e-05,-0.11,0.082,0
24006.3,0.015,0.66,0,0.019,0.043,1,1.8e-05,0.0017,0.1,0
27074.47,1.25,1.13,0,0.16,-0.24,0,1.3e-14,-0.034,0.69,1
10104.0,-0.84,0.13,0,0.014,0.039,1,0.0,-0.021,0.19,0
29870.12,0.3,0.76,0,0.025,0.21,0,7.2e-15,-0.063,0.23,0
114596.27,-0.011,2.16,0,0.0099,-0.11,1,3.4e-06,0.0078,2.22,0
4473.9,0.36,-1.06,0,0.043,-0.057,1,0.0,-0.14,0.061,0
18353.04,-0.00016,2.97,0,0.018,-0.24,1,0.00025,-0.086,0.31,0
61375.48,-0.021,2.56,0,0.013,-0.29,1,1.6e-06,-0.0084,2.12,0
21780.48,-0.029,0.34,0,0.03,0.0,1,2.5e-06,-0.05,0.084,0
37293.17,0.03,0.88,0,0.017,0.0,1,2.5e-06,-0.0052,0.43,0
19156.66,0.011,0.094,0,0.012,0.2,1,4.1e-06,0.00057,0.082,0
0.0,-0.11,1.08,0,0.13,0.049,1,0.00068,-0.082,0.051,0
15217.94,0.02,0.5,0,0.02,0.18,1,2.3e-05,0.051,0.16,0
35838.02,-0.0069,-0.088,1,0.0098,0.33,1,0.0,0.0011,-0.0045,1
48862.58,0.018,0.99,0,0.012,-0.02,1,4e-06,0.00021,0.57,0
15757.52,0.013,0.26,0,0.023,-0.097,1,1.6e-05,-0.0062,0.041,0
44513.48,-0.00088,2.46,0,0.013,0.017,1,0.0,0.011,0.34,0
10136.24,-0.033,0.35,0,0.037,0.055,1,0.00017,0.037,0.0057,0
40347.68,0.031,0.76,0,0.022,-0.043,1,2.6e-06,0.0087,0.38,0
43758.77,-0.00054,0.26,0,0.0099,0.16,2,0.0,-0.013,0.03,0
26637.16,-0.015,0.17,0,0.012,-0.0026,1,0.0,0.014,0.23,0
20115.58,-0.098,1.07,0,0.04,0.0,1,4.2e-05,-0.0059,0.13,0
33155.16,0.51,0.22,0,0.016,-0.084,0,6.2e-24,-0.0028,0.14,0
63148.81,-0.05,2.2,0,0.021,0.29,1,0.0,0.02,1.39,0
17953.07,-0.028,0.082,1,0.029,0.11,1,0.37,0.00022,0.0018,1
3234.15,-0.05,0.53,0,0.04,0.092,1,4.7e-05,0.005,0.15,0
0.0,0.0039,0.44,0,0.027,-0.011,1,0.00013,0.0034,0.0037,0
39912.94,0.15,0.73,0,0.062,-0.17,1,5.7e-05,-0.03,0.0038,0
51922.55,0.012,0.92,0,0.015,0.17,1,1.3e-05,0.0094,0.93,0
41921.77,-0.1,1.09,0,0.025,-0.14,1,0.0,-0.019,0.54,0
38446.64,20.57,0.36,0,0.22,-0.21,0,0.0,-0.016,0.097,0
36924.66,-0.0019,1.28,0,0.019,-0.29,1,0.0,-0.029,0.3,0
0.0,0.071,0.29,0,0.062,-0.35,1,7.6e-05,0.062,0.066,0
1350.36,0.0011,0.89,0,0.064,-0.16,2,0.00012,0.096,0.031,0
103781.84,-0.0083,0.78,0,0.015,-0.2,1,0.0,0.015,0.29,0
88137.19,-0.029,0.27,0,0.01,-0.29,1,0.0,0.038,0.13,0
54910.47,-0.0024,0.02,1,0.012,0.069,1,0.45,0.0004,-0.002,1
11909.18,-0.029,0.86,0,0.035,0.0,1,3.2e-06,0.076,0.35,0
29380.47,0.024,1.21,0,0.013,-0.0097,1,0.0,-0.0074,0.65,0
55706.5,0.031,1.28,0,0.014,-0.16,1,0.00016,0.0035,0.4,0
17065.33,0.029,0.47,0,0.03,-0.068,1,7e-05,-0.052,0.22,0
36175.89,-0.0033,0.031,1,0.0086,0.046,1,0.0,0.00023,0.0018,1
32334.33,0.026,0.75,0,0.018,0.047,1,0.00015,0.057,0.034,0
53329.92,-0.0078,0.49,0,0.013,-0.24,1,0.0,-0.04,0.22,0
35298.38,0.017,0.16,0,0.023,0.11,0,1.6e-06,0.013,0.0079,1
42842.68,0.0038,0.8,0,0.017,0.055,1,0.00024,0.003,0.096,0
4340.71,-4.09,2.43,0,0.089,0.13,0,5.2e-13,0.034,0.44,0
1597.73,0.057,0.41,0,0.062,0.14,1,0.00078,-0.1,0.053,0
75138.41,-0.011,0.56,0,0.01,0.35,1,6.6e-07,0.017,0.2,0
54572.36,0.0052,0.19,0,0.012,-0.15,1,0.0,0.0048,0.24,0
62770.16,-0.0002,2.66,0,0.011,0.099,0,1.4e-06,-0.013,0.48,0
15015.37,0.027,0.17,0,0.014,-0.036,1,5.2e-05,6.4e-05,0.08,0
23382.02,-0.015,-0.026,1,0.019,0.66,1,0.34,-0.0032,-1.7e-05,1
26585.64,1.51,0.32,0,0.21,0.086,0,2.6e-14,0.0044,-0.028,0
32927.82,0.04,3.21,0,0.027,-0.1,1,0.00013,-0.024,0.4,0
15374.88,-0.022,0.96,0,0.024,0.18,1,0.0003,-0.00051,0.22,0
16751.83,0.023,0.75,0,0.022,-0.19,2,0.0,-0.011,0.42,0
49401.62,-0.026,2.09,0,0.038,-0.11,1,0.00032,0.039,0.76,0
33432.91,0.052,0.89,0,0.018,0.17,2,0.0,-0.02,0.61,0
41283.79,-0.0059,0.77,0,0.0096,0.015,1,1.3e-05,0.0039,0.039,0
14494.63,0.0054,0.89,0,0.02,0.56,1,0.0001,-0.0041,0.047,0
68670.58,-0.018,0.66,0,0.021,-0.063,1,0.00025,-0.014,0.05,0
3424.7,-0.005,1.38,0,0.027,-0.021,1,0.00024,0.034,0.03,0
34986.57,0.00068,1.06,0,0.013,0.13,1,7.3e-06,-0.053,0.98,0
70741.52,-0.12,0.34,0,0.097,-0.16,1,0.00012,0.016,0.17,0
96260.88,0.019,5.7,0,0.021,0.0,1,9.5e-05,-0.047,2.94,0
62502.14,-0.0046,0.92,0,0.016,0.44,1,0.00021,-0.02,0.13,0
24783.35,-0.03,0.023,1,0.013,0.31,1,0.0,0.00025,-0.0091,1
7073.98,0.55,0.63,0,0.033,0.66,1,9.4e-13,-0.05,0.23,0
18771.61,0.0056,0.053,1,0.017,0.27,1,1.59,-0.0012,0.034,1
48880.27,0.00099,1.2,0,0.017,0.0,1,2.8e-06,-0.032,0.85,0
45255.35,-0.02,0.31,0,0.016,-0.047,1,2.7e-05,-0.024,0.026,0
38633.93,0.0011,-0.049,1,0.013,0.0,1,0.0,0.001,0.0057,1
4764.7,5.67,0.48,0,0.11,-0.0053,0,0.0,-0.067,0.13,0
18349.42,0.014,0.45,0,0.013,0.19,1,1.7e-06,-0.063,0.27,0
18645.51,0.034,1.95,0,0.024,0.0,2,0.0,-0.03,1.88,0
23646.44,-0.016,1.2,0,0.015,-0.12,1,5.9e-05,-0.045,0.53,0
55994.56,0.016,0.99,0,0.014,0.058,1,1.6e-05,0.02,0.6,0
14606.98,-0.013,0.38,0,0.019,-0.076,1,4.1e-06,0.046,0.15,0
25271.82,-0.16,0.6,0,0.041,0.28,1,0.0023,-0.023,0.079,1
31813.31,-0.015,0.66,0,0.017,0.0,1,1.3e-05,-0.039,0.24,0
16213.79,-0.16,0.6,0,0.11,0.14,0,5.2e-05,0.11,0.28,1
35149.83,0.0017,1.77,0,0.026,0.0,1,8.4e-05,-0.0018,0.58,0
31547.24,-0.02,0.43,0,0.015,0.0086,1,0.00015,0.0058,0.0021,0
25335.13,0.029,0.6,0,0.049,0.1,0,9e-05,-0.022,0.13,0
38688.5,0.0066,1.03,0,0.015,-0.16,1,6.1e-06,0.035,0.27,0
15904.59,0.017,1.57,0,0.016,0.015,1,3e-06,-0.05,0.56,0
39682.07,-0.058,1.1,0,0.021,-0.009,0,0.0,-0.0085,0.67,0
52772.0,-0.024,0.26,0,0.023,-0.062,1,2.8e-06,-0.035,0.046,0
2143.08,-0.035,1.27,0,0.057,-0.052,1,0.00014,0.025,0.046,0
74198.27,-0.0086,1.95,0,0.0096,0.14,1,3.2e-05,0.02,1.03,0
13803.27,0.027,0.72,0,0.023,0.065,1,1e-05,-0.012,-0.0024,0
13736.95,-0.034,0.58,0,0.016,0.024,2,0.0,-0.51,0.41,0
36706.71,0.0017,0.00034,1,0.012,0.21,2,0.0,-0.0006,-0.0028,1
35050.56,0.0015,0.087,1,0.012,0.27,1,0.0,0.00013,-0.016,1
49146.46,-0.0088,0.59,0,0.014,0.11,1,0.0,-0.0013,0.29,0
0.0,0.45,0.94,0,0.041,0.022,1,1.8e-12,0.029,0.087,0
57693.44,0.0065,0.91,0,0.019,-0.0071,0,0.0,0.0011,0.76,0
40026.16,0.00092,1.02,0,0.01,-0.077,1,0.0,-0.031,0.62,0
12702.47,0.03,0.044,1,0.02,0.28,1,1.52,-0.00028,-0.00098,1
35530.19,0.0022,0.1,1,0.015,0.21,1,0.47,-0.0025,0.0062,1
20541.73,0.018,1.12,0,0.025,-0.15,1,3.1e-05,-0.036,0.73,0
28944.52,-0.023,2.41,0,0.019,-0.094,1,0.00017,-0.025,0.13,0
35483.42,0.0019,0.076,1,0.012,0.57,1,0.0,0.0015,0.00047,1
32705.11,-0.34,4.2,0,0.044,0.055,1,2.1e-20,-0.044,1.69,0
80309.77,-0.036,1.02,0,0.033,0.0,0,1.2e-14,0.0016,0.94,1
14186.63,0.046,0.22,0,0.02,-0.0046,1,1.8e-05,-0.039,0.0016,0
49252.72,-0.0079,0.019,1,0.016,0.59,1,0.0,-0.00083,-0.0048,1
7751.94,-0.041,0.075,1,0.023,0.28,1,0.0013,-0.00052,-0.024,1
38493.96,-0.017,0.98,0,0.016,0.12,1,0.0,0.051,0.67,0
8935.51,-0.003,0.29,0,0.027,-0.051,1,0.0,-0.064,0.0057,0
24425.47,-0.017,-0.0058,0,0.014,0.11,1,0.0,0.048,-0.016,0
0.0,0.013,0.48,0,0.021,-0.11,2,0.0,-0.044,0.0048,0
1897.72,-0.88,0.1,0,0.83,0.093,0,4.2e-13,0.035,0.043,1
98960.28,0.046,1.1,0,0.012,0.0,2,0.0,0.006,0.48,0
13181.69,-0.01,0.98,0,0.015,0.021,1,2.5e-06,0.012,0.73,0
22512.97,-0.012,2.24,0,0.028,0.0,1,3.5e-05,0.0014,0.81,0
25233.15,-0.01,0.029,1,0.014,0.06,1,0.0,0.00059,-0.0011,1
33079.53,0.00095,0.021,0,0.016,0.12,1,5.46,0.00091,-0.00035,1
18386.3,0.005,1.31,0,0.019,-0.17,1,0.0,0.063,0.19,0
0.0,-5.19,0.91,0,4.16,0.026,0,3.6e-13,-0.075,0.098,0
31872.38,-0.024,2.59,0,0.014,-0.15,1,0.0,0.034,0.43,0
53118.89,0.0033,0.75,0,0.013,0.054,1,0.0,-0.053,0.45,0
34271.77,-0.013,0.44,0,0.02,0.0,1,0.0,0.058,0.15,0
58106.16,-0.072,1.06,0,0.012,0.45,1,8.8e-07,0.063,0.65,0
17494.8,-0.0014,1.34,0,0.027,-0.031,1,5.2e-05,-0.082,0.15,0
1094.98,0.039,0.38,0,0.069,-0.072,1,0.00011,-0.045,0.18,0
0.0,2.12,0.47,0,0.083,-0.077,1,2e-12,0.0099,0.1,0
27058.5,-0.054,0.98,0,0.02,-0.026,1,2.1e-05,-0.039,0.28,0
43621.96,-0.0075,0.034,1,0.009,-0.0032,2,0.0,0.00055,-0.00033,1
179695.77,-0.0048,1.23,0,0.015,0.13,1,0.00015,0.017,0.56,0
15328.99,-0.00063,0.28,0,0.028,-0.27,1,1.2e-05,0.059,0.026,0
28657.15,-0.01,0.74,0,0.012,0.061,1,7.5e-06,0.0024,0.023,0
40512.19,0.0039,0.14,0,0.03,0.46,1,0.0,0.0013,0.11,1
4796.07,1.4,0.71,0,0.16,-0.018,0,2.5e-13,0.036,0.06,0
34941.54,-0.33,1.41,0,0.027,0.41,1,1.1e-11,0.047,0.99,0
19885.86,-0.012,1.03,0,0.021,0.051,1,0.00013,0.028,0.14,0
50865.88,0.016,0.021,1,0.014,0.23,1,0.0,0.0009,-0.0072,1
51328.26,0.029,1.42,0,0.017,0.1,1,0.00022,0.03,0.35,0
7742.54,0.012,0.12,0,0.026,-0.23,1,6.7e-05,-0.094,0.0083,0
9818.73,-0.039,-0.54,0,0.041,-0.11,1,8e-13,-0.0069,0.0025,0
60681.62,-0.0088,0.058,1,0.015,0.71,1,0.28,5e-06,0.03,1
13762.06,-0.14,0.55,1,0.018,0.19,1,0.0,0.001,-0.025,0
90015.8,-0.0086,0.71,0,0.012,0.11,1,0.0,-0.00053,0.32,0
91653.84,0.016,1.94,0,0.018,-0.2,1,0.0,-0.0018,1.54,0
33859.89,-0.01,0.43,0,0.017,0.0092,1,0.0,0.03,0.25,0
